,cor_mean_rank,cor_std_rank,all_mean_rank,all_std_rank,cor_mean_prob,cor_std_prob,all_mean_prob,all_std_prob
0,612.8833619210977,4731.495287832373,8067.93984962406,20121.851508315704,0.0022434964251611296,0.0013445570044933143,0.0015162107518912385,0.00151499348961268
1,955.1526586620927,4339.453642842193,9495.934335839598,21165.518455069217,0.0010226862017114128,0.00059539343246337,0.0006888002414220487,0.0006737749711428288
2,203.12006861063466,2000.9433866800125,5496.289223057644,18565.134151905677,0.01015992094534766,0.01087260349951608,0.0066245409945059,0.00979325796022266
3,76.50686106346484,1063.9994355440217,3712.49022556391,15100.845817512716,0.0610305769629156,0.06522441556325063,0.040317267929667236,0.0601071207223593
4,20.050600343053173,305.46791710915454,2463.0942355889724,11561.7344912977,0.1431495236078743,0.1441501702787182,0.09409508390797641,0.13414073831935092
5,37.96912521440823,459.86934053870453,3186.3368421052633,13941.432609989028,0.05651764762850928,0.06843948430895938,0.03751842000085198,0.06273760789687952
6,25.759005145797598,386.78254478092595,2114.324812030075,10093.702965048338,0.059433231905568644,0.08517616495534623,0.03839580724631612,0.07314091777806113
7,3.9502572898799313,63.19753883679532,896.5062656641604,6270.533980878373,0.1581314562967358,0.18628750622512,0.09928067547156982,0.16228716208877925
8,5.591766723842196,64.22246178508146,776.6250626566416,5824.701587397387,0.16898568799099709,0.2007411715713265,0.10708070794350855,0.1745011962912289
9,1.902229845626072,6.415625637275711,542.480701754386,5283.491645581154,0.3089080332746145,0.27935541329831326,0.19545932436069252,0.2586492196882432
10,2.3181818181818183,8.965100743582614,435.128320802005,4771.66844677938,0.2786860877049096,0.2621780461377811,0.17442644797390183,0.23962963120955333
11,2.0034305317324184,5.243470682755797,378.80100250626566,4229.587070265998,0.2319714457674154,0.24251651105645458,0.14484397053482578,0.21486703454147218
12,1.0,0.0,459.81904761904764,5224.017203282185,0.5801607418763827,0.25746395633560004,0.3582351382003103,0.33245101241392794
